time,est_tau1,est_tau2,est_tau3,est_tau4,est_tau5,est_tau6
2.34529,-0.903225,-1.27322,1.00012,0.124415,-0.596433,1.17885
2.35025,-0.936342,-1.34364,1.04736,0.173035,-0.585135,1.16867
2.35526,-0.966654,-1.29383,1.14157,0.113268,-0.527771,1.17664
2.36029,-1.04266,-1.52933,0.959555,0.337374,-0.696425,1.16578
2.3655,-0.985875,-1.23949,1.14418,0.189275,-0.579271,1.17364
2.37038,-1.03691,-1.39651,1.05869,0.438491,-0.638583,1.03169
2.37533,-1.02938,-1.40084,1.06912,0.454301,-0.642111,1.0537
2.38044,-1.02529,-1.30209,1.10385,0.424462,-0.615914,1.15233
2.38526,-1.01997,-1.22699,1.10742,0.517768,-0.664763,1.12693
2.39032,-1.00446,-1.23634,1.08498,0.474321,-0.727593,1.09712
2.39532,-1.02286,-1.46875,0.927319,0.316953,-0.837169,1.10905
2.40071,-1.01145,-1.16803,1.13773,0.630924,-0.745876,1.08215
2.4053,-1.00345,-1.14852,1.14251,0.54972,-0.791704,0.964764
2.41059,-1.10199,-1.21398,1.15122,0.132964,-0.813945,0.938998
2.41517,-1.36796,-1.31965,1.25649,0.320396,-0.852105,0.953304
2.42042,-1.40843,-1.53175,1.18304,0.324123,-0.917016,0.950577
2.42527,-1.44521,-1.26855,1.36448,0.368238,-0.868176,0.972768
2.43025,-1.47873,-1.26672,1.36534,0.407278,-0.872114,0.969347
2.43524,-1.45693,-1.43398,1.22278,0.480031,-0.943101,1.00353
2.44028,-1.485,-1.38694,1.22105,0.282984,-0.918457,1.05588
2.44517,-1.46712,-1.41302,1.18848,0.416236,-0.919188,1.02828
2.45025,-1.53799,-1.68615,0.961575,0.295388,-0.983606,1.063
2.45529,-1.4115,-1.60538,1.02265,0.0698235,-0.982743,1.03321
2.46031,-1.42753,-1.55798,1.02474,0.129228,-0.980872,1.01591
2.46541,-1.44283,-1.51272,1.02674,0.185957,-0.979085,0.999393
2.47029,-1.44031,-1.40697,1.0684,0.439406,-0.955907,0.978676
2.47534,-1.42147,-1.42428,1.08607,0.441052,-0.983142,1.03843
2.48034,-1.39104,-1.58182,1.02117,0.362888,-0.974039,0.994795
2.48534,-1.39582,-1.51507,1.08125,0.456954,-0.96055,1.07398
2.49041,-1.40914,-1.49587,1.0732,0.425028,-0.972638,1.09531
2.49526,-1.45152,-1.58138,1.02297,0.420858,-1.021,1.05628
2.50043,-1.41315,-1.41243,1.16372,0.195771,-0.949915,1.10076
2.50525,-1.43754,-1.48162,1.10577,0.25184,-0.973269,1.00441
2.51028,-1.41231,-1.32952,1.1661,0.132459,-0.916292,0.978718
2.51525,-1.45301,-1.24757,1.18302,0.178107,-0.91158,1.00419
2.52032,-1.44063,-1.32099,1.13948,0.382424,-0.911129,1.02823
2.52525,-1.51241,-1.43799,0.989379,0.226742,-0.926205,1.03046
2.53025,-1.44003,-1.19419,1.13399,0.144261,-0.831093,1.0398
2.53522,-1.42028,-1.42266,0.987554,0.280398,-0.900913,0.936181
2.54027,-1.46278,-1.36361,1.01615,0.298182,-0.909193,0.899879
2.54538,-1.48659,-0.955239,1.2556,0.392496,-0.791928,0.963809
2.55039,-1.49694,-0.947421,1.21767,0.442232,-0.82487,0.969519
2.55523,-1.55837,-1.10742,1.0703,0.186254,-0.905437,0.955881
2.56049,-1.60217,-1.01064,1.08269,0.31115,-0.886379,0.951499
2.5653,-1.6461,-0.917082,1.09231,0.34206,-0.875628,0.949945
2.57032,-1.63494,-0.817935,1.12846,0.327974,-0.860498,0.908788
2.5754,-1.59648,-0.89423,1.02385,0.325935,-0.88201,0.967711
2.58064,-1.60969,-1.0726,0.96162,0.429227,-0.907999,0.891071
2.58557,-1.55291,-0.865505,1.05858,0.263569,-0.85842,0.873813
2.59027,-1.57144,-0.827423,1.07202,0.314866,-0.868445,0.87802
2.5953,-1.55386,-0.859669,1.05902,0.34184,-0.894302,0.93905
2.60036,-1.59133,-0.878741,1.06148,0.395079,-0.926718,0.925503
2.60541,-1.66084,-0.963301,0.982537,0.310048,-0.979989,0.840649
2.61035,-1.67177,-1.23568,0.898229,0.399834,-1.05579,0.885821
2.61526,-1.7008,-1.28742,0.966229,0.378338,-1.08613,0.83948
2.62038,-1.71173,-0.968736,1.20327,0.372629,-0.994087,0.927762
2.62529,-1.69118,-0.938489,1.20098,0.325084,-1.01131,0.938431
2.63036,-1.71948,-1.13191,1.05373,0.1803,-1.11885,0.791731
2.63526,-1.66857,-1.15234,1.02416,0.226201,-1.1288,0.858292
